date,time,latitude,longitude,depth,mag,type,landmark,region
2019-03-28,18:57:03.360000,36.7611656,-121.5968323,0.99,1.47,earthquake,Prunedale,CA
2019-03-28,18:53:05.030000,33.5006667,-116.799,3.91,0.84,earthquake,Aguanga,CA
2019-03-28,18:52:56.040000,33.3648333,-117.3561667,0.34,1.38,earthquake,Camp Pendleton North,CA
2019-03-28,18:42:17.190000,33.6515,-117.1223333,-0.54,0.62,quarry blast,Winchester,CA
2019-03-28,18:38:12.394000,61.7017,-149.7719,40.2,0.8,earthquake,Houston,Alaska
2019-03-28,18:29:24.770000,38.8378334,-122.8233337,0.73,1.32,earthquake,Cobb,CA
2019-03-28,18:29:04.710000,38.8364983,-122.8270035,1.33,0.89,earthquake,The Geysers,CA
2019-03-28,18:12:28.690000,38.8160019,-122.8213348,2.62,1.76,earthquake,The Geysers,CA
2019-03-28,18:10:20.850000,33.4871667,-116.794,4.26,1,earthquake,Aguanga,CA
2019-03-28,16:27:20.480000,38.8366661,-122.7955017,1.64,0.5,earthquake,Cobb,CA
2019-03-28,16:20:16.950000,34.0741667,-117.4895,3.45,0.99,earthquake,Fontana,CA
2019-03-28,16:15:47.390000,38.7949982,-122.7513351,0.48,1.95,earthquake,The Geysers,CA
2019-03-28,15:39:46.310000,36.8768349,-121.2985001,12.04,1.35,earthquake,Ridgemark,CA
2019-03-28,15:36:05.030000,38.8361664,-122.8268356,2.05,1.14,earthquake,The Geysers,CA
2019-03-28,15:25:36.870000,37.5803,-114.4288,10.5,1.3,earthquake,Caliente,Nevada
2019-03-28,15:19:22.860000,34.0643333,-117.4933333,3.61,1.01,earthquake,Fontana,CA
2019-03-28,15:07:57.980000,38.8260002,-122.8050003,2.53,0.55,earthquake,The Geysers,CA
2019-03-28,14:59:59.220000,17.961,-66.1666,15,1.56,earthquake,Jobos,Puerto Rico
2019-03-28,14:36:29.660000,37.6353333,-119.0491667,-0.12,0.13,earthquake,Mammoth Lakes,CA
2019-03-28,14:24:04.660000,17.954,-66.1685,15,1.19,earthquake,Jobos,Puerto Rico
2019-03-28,14:10:23.420000,34.073,-117.4936667,3.32,0.84,earthquake,Fontana,CA
2019-03-28,14:03:48.640000,32.9508333,-115.5348333,10.62,1.26,earthquake,Brawley,CA
2019-03-28,13:46:46.490000,33.7256667,-116.833,15.54,0.97,earthquake,Valle Vista,CA
2019-03-28,13:33:30.580000,17.9898,-66.7006,12,1.73,earthquake,Tallaboa,Puerto Rico
2019-03-28,13:13:27.850000,38.8248329,-122.7894974,0.64,0.57,earthquake,Cobb,CA
2019-03-28,12:58:16.940000,35.0903333,-118.3603333,7.69,1.09,earthquake,Tehachapi,CA
2019-03-28,12:53:07.650000,34.2183333,-117.0036667,5.46,1.1,earthquake,Big Bear Lake,CA
2019-03-28,12:50:53.180000,36.8089981,-121.5463333,3.61,1.51,earthquake,San Juan Bautista,CA
2019-03-28,12:10:47.340000,38.8361664,-122.800499,2.41,0.56,earthquake,Cobb,CA
2019-03-28,11:48:31.660000,38.8154984,-122.8079987,3.3,0.55,earthquake,The Geysers,CA
2019-03-28,11:45:58.823000,61.4981,-149.9224,34.8,1.7,earthquake,Big Lake,Alaska
2019-03-28,11:32:52.520000,34.0723333,-117.4955,3.23,0.82,earthquake,Fontana,CA
2019-03-28,10:34:02.480000,34.0736667,-117.4915,3.33,0.69,earthquake,Fontana,CA
2019-03-28,10:23:06.550000,34.0743333,-117.4886667,3.54,2.15,earthquake,Fontana,CA
2019-03-28,10:19:09.840000,38.8176651,-122.8228302,1.82,0.88,earthquake,The Geysers,CA
2019-03-28,10:16:10.490000,38.8361664,-122.8268356,1.74,1.04,earthquake,The Geysers,CA
2019-03-28,10:10:13.373000,61.4926,-149.9352,32.5,1.5,earthquake,Big Lake,Alaska
2019-03-28,09:56:11.190000,33.6041667,-116.7248333,4.62,0.05,earthquake,Anza,CA
2019-03-28,09:33:56.050000,19.4195004,-155.2799988,-0.59,1.83,earthquake,Volcano,Hawaii
2019-03-28,09:26:52.780000,19.4178333,-154.8630066,2.21,2.32,earthquake,Leilani Estates,Hawaii
2019-03-28,08:55:25.050000,37.6433333,-119.0693333,-0.04,-0.2,earthquake,Mammoth Lakes,CA
2019-03-28,08:44:40.910000,37.634,-118.8753333,5.06,0.31,earthquake,Mammoth Lakes,CA
2019-03-28,08:21:58.600000,34.0741667,-117.4901667,3.97,0.87,earthquake,Fontana,CA
2019-03-28,08:09:35.630000,34.1121667,-117.4298333,7.37,0.85,earthquake,Fontana,CA
2019-03-28,07:59:07.350000,38.7868347,-122.7753296,1.8,2.75,earthquake,The Geysers,CA
2019-03-28,07:54:54.040000,38.8273315,-122.8348312,3.37,0.97,earthquake,The Geysers,CA
2019-03-28,07:51:12.540000,38.8136673,-122.8046646,1.96,1.98,earthquake,The Geysers,CA
2019-03-28,07:47:58.340000,34.113,-117.4283333,7.36,1.3,earthquake,Fontana,CA
2019-03-28,07:35:07.090000,38.8115005,-122.7888336,2.6,0.55,earthquake,The Geysers,CA
2019-03-28,07:34:33.830000,38.786499,-122.7753296,2.69,0.56,earthquake,The Geysers,CA
2019-03-28,07:33:58.800000,38.7876663,-122.7740021,1.59,2.46,earthquake,The Geysers,CA
2019-03-28,07:30:57.390000,18.4346,-66.5865,125,2.74,earthquake,Sabana Hoyos,Puerto Rico
2019-03-28,06:35:36.110000,38.7898331,-122.7771683,2.01,1.4,earthquake,The Geysers,CA
2019-03-28,06:34:14.530000,38.786335,-122.7741699,0.97,3.16,earthquake,The Geysers,CA
2019-03-28,06:11:22.588000,61.4739,-149.9382,35.7,1.4,earthquake,Big Lake,Alaska
2019-03-28,06:05:20.030000,33.9878333,-116.6528333,18.24,0.91,earthquake,Morongo Valley,CA
2019-03-28,05:49:15.100000,34.0658333,-117.4995,3.71,0.79,earthquake,Fontana,CA
2019-03-28,05:47:04.390000,38.8183327,-122.8078308,3.08,0.55,earthquake,The Geysers,CA
2019-03-28,05:40:37.267000,61.5608,-149.7976,38.3,1.8,earthquake,Houston,Alaska
2019-03-28,05:04:22.490000,38.8120003,-122.821167,2.65,0.56,earthquake,The Geysers,CA
2019-03-28,04:57:41.860000,37.5798333,-118.721,10.82,0.75,earthquake,Toms Place,CA
2019-03-28,04:28:47.100000,38.8170013,-122.80867,2.83,1.16,earthquake,The Geysers,CA
2019-03-28,04:27:39.122000,61.5008,-149.7608,34.2,1,earthquake,Knik-Fairview,Alaska
2019-03-28,04:25:58.660000,38.8180008,-122.8088303,2.91,0.88,earthquake,The Geysers,CA
2019-03-28,04:23:04.680000,34.0668333,-117.4923333,3.59,0.69,earthquake,Fontana,CA
2019-03-28,04:17:42.260000,33.2288333,-116.7731667,12.24,0.53,earthquake,Lake Henshaw,CA
2019-03-28,04:12:12.310000,38.815834,-122.8083344,3.08,0.81,earthquake,The Geysers,CA
2019-03-28,04:11:41.890000,38.8170013,-122.8081665,2.95,2.3,earthquake,The Geysers,CA
2019-03-28,04:08:44.360000,38.784832,-122.7336655,1.62,0.5,earthquake,The Geysers,CA
2019-03-28,03:45:12.340000,33.4803333,-116.789,4.52,0.72,earthquake,Aguanga,CA
2019-03-28,03:36:45.510000,34.0641667,-117.4873333,4.75,0.77,earthquake,Fontana,CA
2019-03-28,03:15:44.720000,33.2361667,-116.7726667,12.36,1.18,earthquake,Lake Henshaw,CA
2019-03-28,03:10:17.470000,38.8055,-122.7223358,1.58,0.76,earthquake,Cobb,CA
2019-03-28,02:50:35.250000,33.4896667,-116.791,3.92,1.03,earthquake,Aguanga,CA
2019-03-28,02:45:16.230000,19.3500004,-155.2151642,4.99,1.83,earthquake,Volcano,Hawaii
2019-03-28,02:45:14.290000,38.8359985,-122.7945023,1.88,0.69,earthquake,Cobb,CA
2019-03-28,02:40:31.760000,38.8165016,-122.8270035,1.94,0.56,earthquake,The Geysers,CA
2019-03-28,01:56:53.010000,37.7373352,-122.1425018,3.23,1.75,earthquake,San Leandro,CA
2019-03-28,01:54:08.532000,61.4892,-149.9066,32.6,1.7,earthquake,Big Lake,Alaska
2019-03-28,01:40:08.020000,-12.8251,45.3544,10,4.6,earthquake,Pamandzi,Mayotte
2019-03-28,01:34:02.610000,34.0653333,-117.4901667,4.3,0.98,earthquake,Fontana,CA
2019-03-28,01:31:18.730000,34.065,-117.4928333,4.49,1,earthquake,Fontana,CA
2019-03-28,01:26:46.330000,38.8236656,-122.7876663,1.5,0.55,earthquake,Cobb,CA
2019-03-28,01:14:45.150000,38.8241653,-122.8006668,3.47,0.55,earthquake,The Geysers,CA
2019-03-28,01:06:22.360000,38.8221664,-122.8096695,0.93,0.81,earthquake,The Geysers,CA
2019-03-28,00:36:04.690000,33.4936667,-116.7878333,4.5,0.25,earthquake,Aguanga,CA
2019-03-28,00:32:35.230000,33.6643333,-116.7401667,14.37,1.22,earthquake,Idyllwild,CA
2019-03-28,00:27:15.830000,37.4235,-118.5478333,11,0.84,earthquake,Round Valley,CA
2019-03-28,00:25:43.300000,19.419,-155.278,-0.08,1.6,earthquake,Volcano,Hawaii
2019-03-27,23:57:53.380000,37.633,-119.0458333,-0.51,0.2,earthquake,Mammoth Lakes,CA
2019-03-27,23:51:05.170000,38.7973328,-122.7685013,0.41,0.71,earthquake,The Geysers,CA
2019-03-27,23:39:27.330000,33.3346667,-117.1415,-0.44,1.52,quarry blast,Pala,CA
2019-03-27,23:33:29.770000,33.929,-116.8051667,18.35,1.9,earthquake,Cabazon,CA
2019-03-27,22:51:05.950000,36.5793333,-121.1811667,8.56,0.92,earthquake,Pinnacles,CA
2019-03-27,22:46:28.190000,14.5226,-90.6562,5,4.1,earthquake,Magdalena Milpas Altas,Guatemala
2019-03-27,22:27:18.310000,33.491,-116.7896667,4.88,0.75,earthquake,Aguanga,CA
2019-03-27,22:13:24.310000,38.7843323,-122.7558365,1.36,0.78,earthquake,The Geysers,CA
2019-03-27,21:55:43.080000,33.3783333,-116.8371667,9.7,0.38,earthquake,Palomar Observatory,CA
2019-03-27,21:11:40.330000,37.6316667,-119.0546667,-0.05,0.52,earthquake,Mammoth Lakes,CA
2019-03-27,21:10:36.590000,49.4316666666667,-120.514,-0.68,2.45,explosion,Princeton,Canada
2019-03-27,20:56:50.030000,33.4893333,-116.7898333,3.72,0.56,earthquake,Aguanga,CA
2019-03-27,20:44:59.090000,37.6126667,-119.0165,1.38,0.52,earthquake,Mammoth Lakes,CA
2019-03-27,20:41:33.370000,33.492,-116.7906667,4.58,0.49,earthquake,Aguanga,CA
2019-03-27,20:41:20.850000,33.4948333,-116.791,3.76,0.46,earthquake,Aguanga,CA
2019-03-27,20:38:39.700000,33.4915,-116.7936667,4.15,0.75,earthquake,Aguanga,CA
2019-03-27,20:26:08.780000,40.341,-124.1866667,32.01,2.05,earthquake,Petrolia,CA
2019-03-27,20:13:50.690000,38.7994995,-122.7348328,0.59,0.91,earthquake,Cobb,CA
2019-03-27,20:11:16.540000,38.8351667,-122.8271667,1.53,1.61,earthquake,The Geysers,CA
2019-03-27,20:10:45.340000,38.8056679,-122.8136673,3.42,0.85,earthquake,The Geysers,CA
2019-03-27,20:02:39.130000,37.3243333,-122.104,-0.26,1.16,quarry blast,Loyola,CA
2019-03-27,20:01:55.610000,33.4875,-116.7918333,5.47,1.17,earthquake,Aguanga,CA
2019-03-27,19:40:51.460000,38.8223343,-122.7666702,5.08,0.56,earthquake,Cobb,CA
2019-03-27,19:13:32.030000,33.2346667,-116.7691667,12.94,0.86,earthquake,Lake Henshaw,CA
2019-03-27,19:03:56.360000,38.8055,-122.7776642,0.99,1.09,earthquake,The Geysers,CA
2019-03-27,19:00:26.860000,38.8383331,-122.7833328,1.14,0.72,earthquake,Cobb,CA
2019-03-27,18:50:44.540000,38.8378334,-122.831337,-0.64,0.57,earthquake,The Geysers,CA
2019-03-27,18:47:07.030000,38.8125,-122.8246689,2.19,1.08,earthquake,The Geysers,CA
2019-03-27,18:17:39.650000,35.1081,-97.9118,9.2,2.8,earthquake,Chickasha,Oklahoma
2019-03-27,18:04:59.440000,33.4941667,-116.7953333,2.75,0.15,earthquake,Aguanga,CA
2019-03-27,17:26:51.680000,34.0606667,-117.4965,3.35,0.69,earthquake,Fontana,CA
2019-03-27,17:21:59.969000,61.4991,-149.95,32.6,1.3,earthquake,Big Lake,Alaska
2019-03-27,17:14:29.251000,61.2959,-149.8968,38,1.4,earthquake,Anchorage,Alaska
2019-03-27,17:14:07.490000,33.4958333,-116.7893333,4.04,0.8,earthquake,Aguanga,CA
2019-03-27,16:59:28.510000,33.8475,-117.4946667,-0.48,1.55,quarry blast,Home Gardens,CA
2019-03-27,16:58:49.830000,38.803,-122.8243333,2.86,0.27,earthquake,The Geysers,CA
2019-03-27,16:46:23.270000,38.7696667,-122.689,1.65,0.1,earthquake,Anderson Springs,CA
2019-03-27,16:43:45.420000,34.0615,-117.4961667,3.1,1.1,earthquake,Fontana,CA
2019-03-27,16:43:41.620000,34.0593333,-117.4993333,3.02,0.98,earthquake,Glen Avon,CA
2019-03-27,16:40:50.270000,38.772,-122.7135,1.68,1.39,earthquake,Anderson Springs,CA
2019-03-27,16:39:22.300000,34.0645,-117.4926667,3.34,1.48,earthquake,Fontana,CA
2019-03-27,16:29:26.310000,38.7593333,-122.7185,0.51,0.15,earthquake,Anderson Springs,CA
2019-03-27,16:22:51.220000,61.4954,-149.9437,32.8,1.3,earthquake,Big Lake,Alaska
2019-03-27,16:21:09.340000,38.8235016,-122.8095016,1.61,0.88,earthquake,The Geysers,CA
2019-03-27,16:15:43.200000,33.4991667,-116.7905,4.71,0.56,earthquake,Aguanga,CA
2019-03-27,16:13:30.337000,61.4694,-150.0466,36.9,1.2,earthquake,Big Lake,Alaska
2019-03-27,16:10:44.300000,33.4936667,-116.7973333,3.93,0.3,earthquake,Aguanga,CA
2019-03-27,15:33:33.500000,34.0651667,-117.5,3.19,0.8,earthquake,Fontana,CA
2019-03-27,15:25:51.520000,34.0731667,-117.4913333,3.04,1.06,earthquake,Fontana,CA
2019-03-27,15:22:01.790000,33.493,-116.7896667,2.69,0.94,earthquake,Aguanga,CA
2019-03-27,14:36:38.970000,34.0678333,-117.4946667,3.49,1.17,earthquake,Fontana,CA
2019-03-27,14:30:00.010000,33.4858333,-116.8023333,2.75,2.51,earthquake,Aguanga,CA
2019-03-27,14:01:17.230000,33.7018333,-116.76,15.31,1.33,earthquake,Idyllwild,CA
2019-03-27,13:49:59.570000,33.4898333,-116.7886667,4.16,0.04,earthquake,Aguanga,CA
2019-03-27,13:36:37.900000,34.0751667,-117.488,3.41,1.03,earthquake,Fontana,CA
2019-03-27,13:14:42.240000,34.0593333,-117.4936667,3.93,0.84,earthquake,Glen Avon,CA
2019-03-27,13:14:40.350000,33.532,-117.3291667,15.25,0.97,earthquake,Wildomar,CA
2019-03-27,13:01:30.820000,33.1765,-116.7256667,13.37,0.04,earthquake,Lake Henshaw,CA
2019-03-27,12:33:44.060000,38.8129997,-122.8314972,3.39,0.56,earthquake,The Geysers,CA
2019-03-27,12:18:20.850000,34.0686667,-117.4956667,1.88,1,earthquake,Fontana,CA
2019-03-27,12:09:10.710000,38.8031667,-122.823,2.22,0.26,earthquake,The Geysers,CA
2019-03-27,11:52:11.950000,18.5503,-66.7103,68,2.57,earthquake,Arecibo,Puerto Rico
2019-03-27,11:42:31.200000,38.0993333,-122.4083333,9.46,1.36,earthquake,Black Point-Green Point,CA
2019-03-27,11:27:30.260000,38.09,-122.4166667,10.41,2.55,earthquake,Black Point-Green Point,CA
2019-03-27,11:27:07.380000,38.0911667,-122.4133333,10.94,2.79,earthquake,Black Point-Green Point,CA
2019-03-27,10:58:22.272000,59.6899,-151.4445,43.3,2.5,earthquake,Diamond Ridge,Alaska
2019-03-27,10:37:51.050000,36.8608333,-121.3091667,6.02,2.25,earthquake,Ridgemark,CA
2019-03-27,10:19:40.560000,19.1536674,-155.4815063,32.3,1.92,earthquake,Pahala,Hawaii
2019-03-27,10:17:29.610000,33.5591667,-116.6601667,12.89,1.01,earthquake,Anza,CA
2019-03-27,10:08:32.780000,33.6675,-116.7565,16.04,0.71,earthquake,Idyllwild,CA
2019-03-27,10:04:35.890000,33.4885,-116.781,5.84,0.61,earthquake,Aguanga,CA
2019-03-27,10:03:58.010000,36.9756667,-121.6315,5.63,1.18,earthquake,Gilroy,CA
2019-03-27,09:47:36.100000,34.0453333,-117.2406667,14.7,1.33,earthquake,Loma Linda,CA
2019-03-27,09:43:08.440000,60.5382,-150.7608,50,1.4,earthquake,Sterling,Alaska
2019-03-27,09:39:40.370000,33.4973333,-116.7903333,4.38,0.41,earthquake,Aguanga,CA
2019-03-27,09:29:54.820000,38.8423333,-122.7813333,3.22,0.33,earthquake,Cobb,CA
2019-03-27,08:00:39.630000,38.8948333,-122.5658333,4.48,1.04,earthquake,Lower Lake,CA
2019-03-27,08:00:02.440000,38.8055,-122.8216667,3.55,0.29,earthquake,The Geysers,CA
2019-03-27,07:01:42.390000,18.1456,-67.1601,90,2.66,earthquake,Hormigueros,Puerto Rico
2019-03-27,06:45:30.460000,33.416,-116.8643333,3.86,0.73,earthquake,Aguanga,CA
2019-03-27,06:13:10.870000,33.2356667,-116.771,12.95,1.03,earthquake,Lake Henshaw,CA
2019-03-27,05:55:50.930000,38.7816667,-122.7593333,0.48,0.24,earthquake,The Geysers,CA
2019-03-27,05:49:59.610000,34.5533333,-118.2015,11.82,1.32,earthquake,Acton,CA
2019-03-27,05:49:20.780000,34.0796667,-117.478,3.25,0.8,earthquake,Fontana,CA
2019-03-27,05:11:04.280000,33.5508333,-116.6651667,10.31,0.35,earthquake,Anza,CA
2019-03-27,05:05:13.940000,38.8363342,-122.8108368,2.26,0.94,earthquake,Cobb,CA
2019-03-27,04:48:41.730000,45.8648333,-111.361,3.5,1.88,earthquake,Manhattan,Montana
2019-03-27,04:32:10.860000,36.8145,-121.5383333,4.92,1.89,earthquake,San Juan Bautista,CA
2019-03-27,03:40:26.100000,18.108,-66.1173,7,1.74,earthquake,G. L. Garcia,Puerto Rico
2019-03-27,03:34:31.700000,34.0668333,-117.4925,3.3,0.59,earthquake,Fontana,CA
2019-03-27,03:33:23.810000,38.7491684,-122.7141647,-0.69,0.6,earthquake,Anderson Springs,CA
2019-03-27,03:29:27.200000,37.9495,-122.0006667,14.75,2.26,earthquake,Concord,CA
2019-03-27,03:23:06.227000,61.597,-149.9122,51.2,1.3,earthquake,Houston,Alaska
2019-03-27,03:04:27.316000,61.5148,-149.9317,34.7,1.4,earthquake,Big Lake,Alaska
2019-03-27,02:29:00.630000,18.0258,-66.177,7,0.67,earthquake,La Plena,Puerto Rico
2019-03-27,02:13:19.640000,38.808,-122.8276667,1.48,0.23,earthquake,The Geysers,CA
2019-03-27,02:11:59.460000,38.8035011,-122.8268356,1.01,0.56,earthquake,The Geysers,CA
2019-03-27,02:04:18.900000,38.795166,-122.7641678,0.63,1.01,earthquake,The Geysers,CA
2019-03-27,01:42:48.050000,34.068,-117.496,3.51,1.24,earthquake,Fontana,CA
2019-03-27,01:37:18.360000,40.51,-124.2145,20.29,2.31,earthquake,Ferndale,CA
2019-03-27,01:27:56.450000,34.0681667,-117.4913333,3.89,1.46,earthquake,Fontana,CA
2019-03-27,01:26:32.920000,34.0683333,-117.4916667,4.85,1.15,earthquake,Fontana,CA
2019-03-27,01:25:50.680000,34.0681667,-117.4926667,3.96,1.35,earthquake,Fontana,CA
2019-03-27,01:21:29.190000,34.0688333,-117.4905,3.63,2,earthquake,Fontana,CA
2019-03-27,01:00:24.310000,46.9138333,-112.641,5.83,0.98,earthquake,Lincoln,Montana
2019-03-27,00:55:53.680000,34.0685,-117.4906667,3.61,1.25,earthquake,Fontana,CA
2019-03-27,00:36:10.280000,34.069,-117.4901667,3.55,2.11,earthquake,Fontana,CA
2019-03-27,00:33:43.980000,0.4391,123.9491,200.21,4.6,earthquake,Molibagu,Indonesia
2019-03-27,00:25:32.630000,33.6051667,-116.7263333,4.45,0.23,earthquake,Anza,CA
2019-03-27,00:16:19,38.8323326,-122.8103333,1.63,0.56,earthquake,Cobb,CA
2019-03-27,00:08:56.530000,38.8146667,-122.7891667,3.68,1.65,earthquake,The Geysers,CA
2019-03-27,00:02:13.110000,35.0458333,-117.6653333,-0.79,1.8,quarry blast,Boron,CA
2019-03-26,23:44:08.680000,44.2988333333333,-121.055,-1.65,1.57,explosion,Redmond,Oregon
2019-03-26,23:37:10,44.9871666666667,-123.844666666667,45.09,1.72,earthquake,Rose Lodge,Oregon
2019-03-26,23:22:36.570000,33.538,-116.7116667,3.55,0.62,earthquake,Anza,CA
2019-03-26,23:12:02.850000,45.8695,-111.3656667,5.06,1.56,earthquake,Manhattan,Montana
2019-03-26,22:52:14.970000,36.7895,-121.506,6.63,0.89,earthquake,San Juan Bautista,CA
2019-03-26,22:39:24.020000,46.4911666666667,-122.265166666667,7.28,0.78,earthquake,Morton,Washington
2019-03-26,22:31:53.170000,19.2316666,-155.3966675,28.52,1.9,earthquake,Pahala,Hawaii
2019-03-26,22:16:25.750000,38.8354988,-122.7825012,1.8,1.04,earthquake,Cobb,CA
2019-03-26,22:16:04.620000,36.781,-121.509,6.25,2.52,earthquake,San Juan Bautista,CA
2019-03-26,22:00:16.640000,46.0358333333333,-122.801166666667,-0.82,1.21,explosion,Kalama,Washington
2019-03-26,21:43:22.640000,34.0698333,-117.4928333,3.27,1.05,earthquake,Fontana,CA
2019-03-26,21:38:06.210000,45.8106666666667,-122.4665,-1.33,1.41,explosion,Lewisville,Washington
2019-03-26,21:30:42.350000,34.0661667,-117.4991667,3.07,0.98,earthquake,Fontana,CA
2019-03-26,21:25:23.480000,33.6531667,-117.1225,-0.54,0.69,quarry blast,Winchester,CA
2019-03-26,21:20:22.650000,36.806,-121.2758333,10.45,1.71,earthquake,Tres Pinos,CA
2019-03-26,21:04:12.430000,33.8743333,-117.4951667,-0.56,1.04,quarry blast,Home Gardens,CA
2019-03-26,21:03:09.900000,38.8219986,-122.8096695,1.41,0.88,earthquake,The Geysers,CA
2019-03-26,20:07:32.830000,36.069,-89.8113333,9.97,2.89,earthquake,Steele,Missouri
2019-03-26,19:32:02.090000,34.067,-117.4933333,3.53,2.19,earthquake,Fontana,CA
2019-03-26,19:16:36.070000,34.0136667,-117.1878333,16.47,0.89,earthquake,Redlands,CA
2019-03-26,19:03:36.610000,46.011,-112.4558333,-2,1.68,quarry blast,Butte,Montana
2019-03-26,18:57:38.220000,36.0708333,-117.862,1.68,0.87,earthquake,Coso Junction,CA
2019-03-26,18:56:37.240000,34.9941667,-118.1853333,-0.81,1.05,quarry blast,Mojave,CA
2019-03-26,18:52:02.210000,38.7928352,-122.7591629,0.56,0.82,earthquake,The Geysers,CA
2019-03-26,18:30:54.740000,46.8121,-113.6737,5,2.3,earthquake,Clinton,Montana
2019-03-26,18:12:50.780000,19.2175,-155.3896667,31.29,2.17,earthquake,Pahala,Hawaii
2019-03-26,17:52:35.940000,33.672,-116.7448333,13.62,0.6,earthquake,Idyllwild,CA
2019-03-26,17:47:28.410000,38.802166,-122.8274994,1.69,0.32,earthquake,The Geysers,CA
2019-03-26,17:27:12.910000,33.4868333,-116.7905,3.28,0.41,earthquake,Aguanga,CA
2019-03-26,17:15:06.650000,49.4063333333333,-120.524666666667,-0.23,1.86,explosion,Princeton,Canada
2019-03-26,17:01:15.970000,35.7741667,-120.3173333,7.83,1.08,earthquake,Cholame,CA
2019-03-26,16:40:15.820000,38.7818336,-122.7183304,1.29,0.47,earthquake,Anderson Springs,CA
2019-03-26,15:38:05.440000,34.4426667,-117.9203333,11.54,0.69,earthquake,Pearblossum,CA
2019-03-26,15:27:15.420000,34.0713333,-117.4908333,3.27,2.87,earthquake,Fontana,CA
2019-03-26,15:20:00.040000,38.8198318,-122.793335,3.46,0.55,earthquake,The Geysers,CA
2019-03-26,15:04:22.190000,38.809166,-122.8231659,2.4,0.88,earthquake,The Geysers,CA
2019-03-26,14:58:27.960000,34.0698333,-117.4943333,3.56,1.11,earthquake,Fontana,CA
2019-03-26,14:55:55.530000,34.237,-117.496,8.16,1.51,earthquake,Lytle Creek,CA
2019-03-26,14:42:37.540000,38.7916667,-122.7521667,1.71,1.4,earthquake,The Geysers,CA
2019-03-26,14:29:30.450000,38.8359985,-122.7819977,1.65,1.16,earthquake,Cobb,CA
2019-03-26,14:17:45.820000,34.0703333,-117.4906667,3.6,1.66,earthquake,Fontana,CA
2019-03-26,14:13:37.630000,34.0693333,-117.4911667,3.41,1.9,earthquake,Fontana,CA
2019-03-26,14:04:45.030000,36.8603333,-121.3066667,6.38,2.06,earthquake,Ridgemark,CA
2019-03-26,14:04:38.400000,33.9885,-117.2163333,14.11,0.61,earthquake,Moreno Valley,CA
2019-03-26,13:40:50.730000,34.2355,-117.4951667,8.14,0.57,earthquake,Lytle Creek,CA
2019-03-26,13:39:20.980000,34.0683333,-117.4941667,3.4,1.17,earthquake,Fontana,CA
2019-03-26,13:19:45.130000,38.8108333,-122.8255,2.23,0.26,earthquake,The Geysers,CA
2019-03-26,13:02:53.520000,33.4891667,-116.7923333,6.44,0.7,earthquake,Aguanga,CA
2019-03-26,12:31:06.640000,34.0726667,-117.4886667,3.19,1.03,earthquake,Fontana,CA
2019-03-26,12:29:02.840000,34.0705,-117.4923333,2.53,1.78,earthquake,Fontana,CA
2019-03-26,11:58:49.890000,36.8616667,-121.3078333,5.71,1.62,earthquake,Ridgemark,CA
2019-03-26,11:56:06.880000,38.8318333,-122.7831667,2.14,1.6,earthquake,Cobb,CA
2019-03-26,11:55:18.050000,38.8213348,-122.8085022,2.4,1.03,earthquake,The Geysers,CA
2019-03-26,11:53:10.470000,38.82,-122.81,2.77,1.25,earthquake,The Geysers,CA
2019-03-26,11:38:03.540000,37.7465,-122.5493333,10.97,0.96,earthquake,San Francisco Zoo,CA
2019-03-26,11:19:09.690000,36.862,-121.3098333,6.7,2.47,earthquake,Ridgemark,CA
2019-03-26,11:05:24.330000,36.0941667,-117.8858333,4.93,0.76,earthquake,Coso Junction,CA
2019-03-26,11:02:24.882000,61.478,-150.0666,31.5,1.4,earthquake,Big Lake,Alaska
2019-03-26,11:00:03.158000,61.2691,-149.9125,37.7,2.7,earthquake,Anchorage,Alaska
2019-03-26,10:38:28.060000,33.5595,-117.9933333,12.46,1.88,earthquake,Newport Beach,CA
2019-03-26,10:32:59.880000,34.0473333,-117.2708333,15.13,1.15,earthquake,Loma Linda,CA
2019-03-26,10:32:48.571000,61.4972,-149.8973,34.4,1.9,earthquake,Big Lake,Alaska
2019-03-26,10:17:01.690000,38.8368333,-122.8266667,1.68,1.85,earthquake,The Geysers,CA
2019-03-26,09:57:42.292000,61.1847,-149.8822,35.8,1.6,earthquake,Anchorage,Alaska
2019-03-26,08:53:16.280000,40.4536667,-111.9313333,7.52,0.93,earthquake,Bluffdale,Utah
2019-03-26,08:05:22.640000,38.8045,-122.8265,1.71,2.62,earthquake,The Geysers,CA
2019-03-26,08:00:58.340000,38.8013333,-122.8173333,3.43,0.27,earthquake,The Geysers,CA
2019-03-26,07:52:16.120000,38.8226667,-122.7788333,0.41,0.28,earthquake,Cobb,CA
2019-03-26,07:47:45.580000,34.113,-117.3028333,15.44,0.64,earthquake,San Bernardino,CA
2019-03-26,07:16:41.810000,33.9115,-116.7568333,18.03,0.17,earthquake,Cabazon,CA
2019-03-26,07:03:27.730000,35.989,-117.8821667,4.98,0.61,earthquake,Little Lake,CA
2019-03-26,07:02:41.830000,38.799,-122.8248333,3.1,0.3,earthquake,The Geysers,CA
2019-03-26,06:41:10.520000,38.7855,-122.7621667,0.67,2.14,earthquake,The Geysers,CA
2019-03-26,06:22:53.430000,33.2558333,-116.7675,7.1,1.21,earthquake,Lake Henshaw,CA
